GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
0500000US36075,36075,"Oswego County, New York",45374,551,30494,632,22000,564,14880,581,7.2,0.8,5.5,0.8,1.8,0.5,13.1,1.8,5.7,0.7,3.3,0.7,1.2,0.4,11.3,1.6,10.8,0.7,8.1,0.8,4.5,0.7,17.6,1.5,11.0,0.9,9.2,0.8,7.2,0.9,16.3,1.9,15.7,1.0,14.7,1.3,14.2,1.3,15.6,1.5,18.8,1.1,21.0,1.3,22.8,1.5,14.1,1.6,13.6,1.0,15.6,1.4,19.0,1.6,7.4,1.2,12.0,0.8,15.5,1.2,19.9,1.6,3.6,0.8,3.1,0.5,4.3,0.7,5.7,0.9,0.6,0.3,2.1,0.4,2.8,0.6,3.7,0.8,0.6,0.3,49571,1382,60689,1678,73004,2099,30150,1212,62285,1500,71648,2074,84289,2613,39017,1839,31.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.6,(X)
0500000US36077,36077,"Otsego County, New York",23539,434,14662,329,11369,379,8877,387,7.0,0.9,3.3,0.9,1.2,0.6,14.5,1.8,5.8,0.8,2.8,0.8,1.2,0.5,11.3,1.7,11.9,1.1,9.4,1.5,7.1,1.3,15.8,2.2,10.8,0.9,8.4,1.3,6.7,1.2,16.4,2.0,14.8,1.1,14.9,1.4,15.0,1.6,14.3,1.9,20.8,1.5,22.5,1.8,23.6,2.0,16.8,2.2,11.5,1.1,14.5,1.6,16.7,1.8,6.4,1.1,11.4,0.9,15.8,1.2,18.6,1.6,3.1,1.0,3.7,0.5,5.2,0.8,6.0,1.0,0.8,0.3,2.3,0.4,3.3,0.6,3.9,0.7,0.5,0.2,49689,1861,62717,1840,69874,2505,29107,1800,62880,1739,76294,2337,N,N,38184,1435,30.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.6,(X)
0500000US36079,36079,"Putnam County, New York",34102,525,25910,640,21711,637,8192,509,2.2,0.5,1.0,0.3,0.5,0.3,6.6,2.0,2.1,0.5,0.6,0.3,0.7,0.4,6.6,1.9,5.5,0.8,3.2,0.7,2.2,0.6,14.2,2.4,6.2,0.9,4.4,0.9,3.5,1.0,12.5,2.2,7.1,1.0,5.2,0.8,3.7,0.6,13.2,2.8,14.2,1.2,13.8,1.4,12.2,1.5,16.5,2.9,14.1,1.2,15.4,1.5,15.4,1.5,10.0,2.3,21.7,1.3,24.0,1.7,25.3,1.8,12.1,1.9,13.0,1.2,15.7,1.3,17.5,1.7,4.3,1.5,13.9,1.1,16.7,1.4,19.0,1.6,4.1,1.3,97606,2603,113770,3236,125231,4467,45594,5432,119520,3414,135045,4489,N,N,65518,4351,40.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),40.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.4,(X)
0500000US36081,36081,"Queens County, New York",779304,1834,525378,3018,349676,2911,253926,2945,7.0,0.2,4.3,0.2,2.3,0.2,13.7,0.5,4.4,0.2,3.1,0.1,2.3,0.2,7.5,0.4,9.7,0.2,8.6,0.3,7.0,0.3,13.0,0.5,9.1,0.2,9.2,0.3,8.3,0.3,9.8,0.4,12.3,0.3,12.5,0.3,11.5,0.4,12.6,0.5,17.9,0.3,17.9,0.3,17.2,0.4,17.9,0.6,13.1,0.2,13.6,0.3,14.4,0.4,11.1,0.4,15.1,0.3,17.2,0.3,19.9,0.4,9.2,0.4,6.6,0.2,7.7,0.2,9.7,0.3,3.2,0.2,4.9,0.1,5.8,0.2,7.6,0.3,2.1,0.2,59758,546,66368,657,77454,890,41384,609,77515,536,85035,687,96022,870,56123,802,47.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),50.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),39.7,(X)
0500000US36083,36083,"Rensselaer County, New York",63553,682,39418,725,28961,777,24135,806,5.3,0.6,3.9,0.8,0.8,0.3,9.2,1.2,4.9,0.5,2.2,0.5,1.1,0.4,9.4,1.1,8.6,0.7,5.4,0.7,2.6,0.6,15.0,1.5,9.5,0.7,6.9,0.8,4.5,0.8,13.8,1.6,12.7,0.9,10.2,1.0,7.9,1.0,17.3,1.7,18.2,1.1,18.5,1.5,18.3,1.8,17.5,1.6,14.1,1.0,16.4,1.3,18.8,1.6,9.8,1.4,16.7,1.0,22.3,1.5,27.7,1.8,5.9,1.0,6.1,0.6,8.7,1.0,11.2,1.3,1.3,0.6,3.8,0.5,5.5,0.7,7.0,0.9,0.9,0.5,61754,1358,79545,2508,94979,2502,37050,1722,77214,1720,93593,2643,108613,3203,46854,1996,28.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.9,(X)
0500000US36085,36085,"Richmond County, New York",166014,876,122894,1459,90543,1493,43120,1178,8.0,0.4,5.1,0.4,2.3,0.3,17.1,1.5,3.7,0.3,2.2,0.3,1.4,0.3,8.3,1.0,7.6,0.5,5.5,0.5,3.6,0.5,13.9,1.1,6.8,0.5,5.8,0.5,4.5,0.5,9.8,1.1,9.3,0.4,8.5,0.5,7.2,0.5,12.1,1.1,15.2,0.6,15.2,0.7,14.4,0.8,15.9,1.1,12.9,0.5,13.9,0.6,14.5,0.7,9.7,1.0,19.2,0.6,22.5,0.7,25.5,1.0,9.0,0.8,9.4,0.5,11.7,0.7,14.6,0.8,2.3,0.5,7.8,0.4,9.6,0.5,12.1,0.7,1.9,0.5,74021,1264,87962,1748,102960,1875,35705,1271,92152,1298,105148,1621,119933,2044,50783,2167,45.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),47.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),39.8,(X)
0500000US36087,36087,"Rockland County, New York",99038,598,74009,859,59652,908,25029,814,4.1,0.4,2.7,0.3,1.9,0.3,9.1,1.2,4.0,0.5,2.8,0.4,2.7,0.4,7.7,1.2,7.7,0.5,6.2,0.6,4.8,0.6,13.7,1.2,6.2,0.5,5.2,0.6,4.4,0.5,9.6,1.2,9.0,0.6,7.5,0.6,6.8,0.7,13.6,1.4,13.3,0.7,12.1,0.7,11.0,0.8,16.9,1.5,12.3,0.8,12.6,0.8,12.2,0.9,11.1,1.5,18.7,0.7,21.3,0.9,22.2,1.0,10.2,1.2,11.0,0.6,13.0,0.8,14.5,0.9,4.5,0.9,13.7,0.7,16.7,0.8,19.6,0.9,3.6,0.7,86134,1779,101398,1678,111119,2300,45827,1609,111647,2149,125904,2680,136765,2841,63222,2456,36.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.0,(X)
0500000US36089,36089,"St. Lawrence County, New York",41466,537,26286,611,19198,589,15180,584,8.2,0.8,6.0,1.1,2.3,0.6,14.1,1.6,7.0,0.7,3.3,0.7,1.9,0.4,14.1,1.7,12.3,0.9,9.4,1.1,6.5,1.0,17.6,1.7,12.0,0.8,10.1,0.9,7.9,0.9,15.3,1.7,13.4,1.1,13.2,1.2,13.2,1.3,13.8,1.6,19.6,1.2,22.1,1.4,23.6,1.6,14.2,1.8,13.0,0.9,16.5,1.3,19.6,1.5,5.9,1.1,9.5,0.9,12.9,1.2,16.5,1.5,3.3,0.8,2.7,0.5,3.5,0.7,4.6,0.9,0.9,0.4,2.3,0.4,3.0,0.6,3.9,0.8,0.9,0.4,46313,1536,56394,1513,68463,2032,27395,1399,60757,2005,71526,2969,83297,3700,38634,2079,28.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.1,(X)
0500000US36091,36091,"Saratoga County, New York",90896,796,60037,759,47937,859,30859,832,3.2,0.4,1.9,0.4,0.5,0.2,6.5,1.1,2.9,0.4,1.0,0.2,0.4,0.1,7.0,1.0,7.4,0.6,3.9,0.5,2.1,0.4,14.8,1.4,7.4,0.5,5.3,0.5,3.9,0.5,12.2,1.1,11.1,0.6,9.8,0.9,8.4,0.9,14.4,1.4,18.6,0.8,18.0,1.0,16.7,1.1,19.9,1.5,14.7,0.8,16.0,1.0,16.3,1.1,11.5,1.2,20.0,0.8,24.3,1.1,28.0,1.4,9.9,1.2,8.2,0.5,11.0,0.7,13.0,0.9,2.3,0.6,6.6,0.5,8.9,0.7,10.7,0.9,1.6,0.5,74080,1377,89802,2006,102761,1850,44715,1996,92019,1625,108094,2353,119832,2562,56753,1784,27.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.7,(X)
0500000US36093,36093,"Schenectady County, New York",55027,676,33239,789,25211,658,21788,765,5.7,0.7,3.2,0.7,1.1,0.4,9.9,1.2,5.8,0.7,2.6,0.5,0.8,0.4,11.1,1.6,9.5,0.8,5.3,0.7,3.0,0.6,16.4,1.6,8.9,0.8,6.7,0.8,5.1,0.7,12.8,1.3,12.5,0.9,10.1,1.1,8.2,1.2,16.5,1.6,18.3,0.8,19.1,1.1,18.7,1.2,16.9,1.5,14.7,0.9,18.4,1.2,20.9,1.6,8.3,1.0,15.4,0.8,21.1,1.1,25.1,1.3,5.9,1.0,5.4,0.4,7.9,0.7,10.1,0.9,1.3,0.4,3.8,0.4,5.6,0.7,7.1,0.9,1.0,0.3,59959,1471,78491,1694,90713,1933,34775,1833,74602,1612,92069,2438,105136,2932,45722,1750,26.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.4,(X)
0500000US36095,36095,"Schoharie County, New York",12373,328,7884,320,6012,302,4489,303,5.3,0.9,4.3,0.9,1.7,0.7,9.5,2.0,6.6,1.1,4.1,1.4,2.1,1.1,12.8,2.9,12.2,1.5,7.4,1.6,4.3,1.2,20.3,2.9,10.8,1.4,8.0,1.4,8.1,1.8,15.0,2.7,14.5,1.5,14.6,1.9,13.6,1.9,15.2,2.8,19.0,1.5,21.3,2.0,22.0,2.3,14.3,2.5,14.2,1.5,17.4,1.8,20.1,2.3,7.1,1.8,11.8,1.3,15.6,1.9,19.0,2.3,4.4,1.5,4.0,0.8,5.2,1.1,6.6,1.4,0.8,0.5,1.6,0.5,2.1,0.7,2.6,1.0,0.6,0.5,50607,1961,63377,2577,72086,3500,30347,2130,62836,2158,72891,2903,N,N,40384,2532,36.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.5,(X)
0500000US36097,36097,"Schuyler County, New York",7376,246,4796,219,3621,218,2580,244,7.2,2.2,6.4,2.6,0.9,0.5,12.4,4.4,6.5,1.5,2.5,1.1,1.6,0.9,14.4,3.4,12.0,1.9,7.8,1.9,6.0,1.8,19.3,4.1,10.8,1.8,8.6,2.1,7.3,1.7,15.6,3.3,15.9,2.0,14.8,2.5,13.8,3.0,17.6,4.2,19.4,2.3,24.2,3.4,24.7,3.7,12.5,3.4,12.1,1.7,16.4,2.9,20.5,3.4,2.4,1.0,12.7,2.4,14.3,2.6,18.6,3.4,5.3,2.5,2.4,0.9,3.4,1.3,4.5,1.7,0.3,0.3,1.1,0.5,1.6,0.7,2.1,1.0,0.1,0.2,47229,3238,61633,4859,70997,3898,27621,4378,60523,3738,70391,5193,N,N,35641,3332,38.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.8,(X)
0500000US36099,36099,"Seneca County, New York",13672,306,8329,304,6320,262,5343,268,6.2,1.2,3.1,0.9,1.1,0.5,12.1,3.0,4.3,1.0,2.6,1.2,0.5,0.3,8.3,2.1,14.0,1.8,6.9,1.5,4.7,1.1,24.8,3.6,10.7,1.3,8.0,1.3,6.6,1.5,15.8,2.2,14.6,1.3,14.3,1.6,13.4,1.6,15.6,2.4,18.9,1.9,23.6,2.5,23.4,2.8,13.6,3.2,13.1,1.3,16.0,1.8,18.9,2.0,4.7,1.4,12.5,1.3,17.1,2.1,21.6,2.4,4.3,1.3,3.4,0.7,5.2,1.3,6.2,1.5,0.2,0.2,2.2,0.6,3.2,1.0,3.7,1.1,0.7,0.5,50073,1833,64934,3001,75382,3336,27861,2327,64571,2511,79386,3705,N,N,37823,2775,29.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.1,(X)
0500000US36101,36101,"Steuben County, New York",40438,423,25951,437,19157,428,14487,447,6.5,0.7,4.4,0.6,1.5,0.4,11.8,1.4,6.5,0.7,3.6,0.7,1.6,0.4,12.8,1.7,11.2,0.8,7.6,0.7,5.6,0.7,19.1,1.7,12.4,0.9,11.3,1.1,8.8,1.0,14.9,1.6,14.4,0.8,14.5,0.9,13.4,0.9,13.6,1.4,19.7,0.9,21.4,1.2,23.3,1.3,15.2,1.6,12.3,0.7,15.2,1.1,17.6,1.4,5.9,0.8,11.5,0.7,15.0,0.9,19.1,1.3,4.0,0.9,3.1,0.5,3.7,0.6,4.9,0.8,1.8,0.8,2.4,0.4,3.3,0.5,4.1,0.7,0.9,0.4,48823,1240,59661,1411,70348,1729,28973,1585,64486,1915,74461,2198,85872,2759,43063,3007,30.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.3,(X)
0500000US36103,36103,"Suffolk County, New York",489758,1789,361577,2031,281448,2572,128181,2047,3.6,0.2,2.0,0.1,0.9,0.1,8.8,0.5,2.7,0.2,1.4,0.2,0.8,0.1,7.0,0.5,6.1,0.2,3.5,0.3,2.2,0.2,13.7,0.7,6.1,0.2,4.8,0.3,3.8,0.3,10.7,0.6,8.7,0.3,7.5,0.3,6.2,0.3,13.0,0.6,14.7,0.3,14.2,0.4,12.4,0.4,17.0,0.7,13.1,0.3,13.8,0.3,13.4,0.4,11.2,0.6,20.4,0.3,23.4,0.4,25.4,0.5,11.0,0.5,11.9,0.3,14.1,0.4,16.5,0.5,3.6,0.3,12.7,0.3,15.3,0.4,18.5,0.4,3.9,0.3,90128,968,104790,1014,118075,1203,45738,1237,113853,1050,128358,1191,142713,1384,65470,1278,40.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.6,(X)
0500000US36105,36105,"Sullivan County, New York",28007,699,17682,680,12722,605,10325,538,7.2,1.1,4.8,1.1,1.6,0.7,13.4,2.1,5.5,0.8,2.6,0.7,1.7,0.7,10.8,1.8,12.0,1.2,8.6,1.4,4.8,1.1,19.3,2.3,10.6,1.1,9.7,1.5,8.2,1.4,11.1,1.6,13.2,1.2,12.9,1.7,11.9,1.7,14.9,2.0,19.6,1.3,21.0,1.8,21.1,2.2,15.8,2.3,12.3,1.0,14.8,1.5,18.2,1.9,6.6,1.4,11.7,1.1,15.2,1.5,19.1,2.0,5.0,1.2,4.5,0.7,6.0,1.1,7.8,1.5,1.4,0.6,3.6,0.6,4.5,0.9,5.7,1.2,1.8,0.7,52027,1999,63506,3128,75866,2436,30416,2009,68938,2507,79777,3496,93664,4621,46803,3773,41.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),42.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.3,(X)
0500000US36107,36107,"Tioga County, New York",19705,336,13446,351,10627,349,6259,393,4.7,1.0,2.7,0.9,1.2,0.6,10.8,2.6,5.3,1.0,2.1,0.8,0.9,0.5,11.6,2.6,11.5,1.4,8.4,1.4,5.0,1.3,20.6,3.2,10.6,1.5,8.2,1.7,6.8,1.7,15.4,3.1,11.3,1.1,10.2,1.4,10.5,1.8,12.8,2.3,20.1,1.8,22.0,2.2,21.3,2.3,15.9,2.9,12.7,1.3,14.9,1.6,16.7,1.8,7.2,2.2,15.0,1.4,19.2,1.8,22.9,2.2,4.4,1.6,4.9,1.0,7.0,1.5,8.3,1.7,0.6,0.5,4.0,0.8,5.4,1.2,6.4,1.5,0.5,0.4,58115,2088,70168,2655,80294,2783,29485,2927,72985,2657,86493,3855,N,N,39939,2501,32.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.9,(X)
0500000US36109,36109,"Tompkins County, New York",38269,508,20126,598,15596,529,18143,652,10.7,1.1,5.1,1.2,1.7,0.8,18.2,2.4,5.5,0.8,2.3,0.8,1.0,0.5,8.9,1.4,8.9,1.0,5.0,1.2,3.4,0.9,13.7,1.8,9.5,0.9,6.0,0.9,5.0,1.0,13.1,1.7,12.3,1.0,12.1,1.4,9.8,1.3,12.9,1.5,17.8,1.4,18.8,1.9,18.6,2.0,16.8,1.8,11.3,1.0,15.6,1.5,17.5,1.8,6.7,1.4,12.2,1.0,16.3,1.8,19.7,2.1,6.4,1.2,5.9,0.6,9.9,1.1,12.2,1.4,1.1,0.5,5.8,0.7,8.8,1.1,11.1,1.5,2.1,0.7,54133,1892,76278,3915,90940,3703,31202,1664,75549,2179,99548,3255,N,N,45717,3310,33.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.9,(X)
0500000US36111,36111,"Ulster County, New York",69335,1125,43049,1149,32309,998,26286,895,5.6,0.6,2.7,0.6,1.4,0.5,11.3,1.6,5.4,0.6,2.5,0.6,1.3,0.6,10.2,1.2,9.9,0.8,6.0,0.7,4.0,0.7,16.4,1.6,10.4,0.7,8.5,0.8,5.9,0.8,14.0,1.5,11.2,0.7,10.6,0.9,9.2,1.0,12.9,1.2,18.0,0.9,19.0,1.2,18.5,1.4,16.4,1.7,13.0,0.8,15.0,1.2,16.3,1.5,8.8,1.0,15.5,0.7,20.0,1.2,23.6,1.4,6.6,0.9,6.1,0.6,8.9,0.9,11.1,1.2,1.4,0.4,5.1,0.4,6.9,0.6,8.7,0.8,2.0,0.5,60393,1330,76101,2336,90221,2767,32796,1938,79337,2240,95328,2939,108492,3756,50347,2435,35.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.8,(X)
0500000US36113,36113,"Warren County, New York",26944,492,16615,491,12425,450,10329,477,5.2,1.0,2.9,0.8,0.9,0.4,10.1,2.2,6.2,0.7,3.0,1.0,1.0,0.6,11.5,1.6,8.7,0.8,6.1,1.2,3.7,0.9,15.1,1.7,10.0,1.1,7.7,1.2,5.6,0.9,14.6,2.2,13.9,1.3,11.7,1.7,10.4,1.6,15.4,2.2,20.2,1.5,22.2,2.1,21.8,2.1,16.6,2.2,13.4,1.1,16.5,1.5,19.7,1.8,7.7,1.3,14.3,1.1,18.9,1.5,23.8,1.8,5.4,1.2,4.6,0.8,6.0,1.0,7.1,1.1,2.2,1.1,3.6,0.7,4.9,1.1,6.2,1.3,1.4,0.6,57174,2214,70982,2480,82417,1962,33226,3082,73561,2502,87725,3572,100123,3732,48063,2785,34.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.8,(X)
0500000US36115,36115,"Washington County, New York",24027,378,16311,441,12087,409,7716,431,5.5,1.0,3.0,0.8,0.6,0.5,12.5,2.6,5.0,0.8,2.5,0.7,0.9,0.4,11.3,2.2,11.4,1.3,7.8,1.2,4.2,1.0,21.6,2.5,10.1,1.3,8.8,1.5,6.1,1.3,13.5,2.2,16.6,1.6,17.1,1.9,17.4,2.3,13.9,2.3,20.7,1.4,23.5,1.9,24.3,2.2,15.5,2.3,13.5,1.2,15.8,1.6,19.4,2.1,6.1,1.6,11.6,1.2,14.0,1.5,17.6,1.9,3.8,1.3,3.7,0.6,4.8,0.9,5.9,1.0,0.9,0.5,2.0,0.6,2.6,0.8,3.5,1.1,0.8,0.4,51449,1508,61231,2134,70899,2925,28342,3168,64100,2049,73554,2723,84615,3486,38752,2308,29.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.7,(X)
0500000US36117,36117,"Wayne County, New York",36576,465,24764,532,18787,574,11812,480,4.9,0.7,3.9,0.8,0.8,0.3,8.6,1.5,4.8,0.8,2.2,0.6,0.9,0.3,10.6,2.2,10.2,0.9,6.7,1.0,3.5,0.7,19.2,1.9,13.2,1.1,8.8,1.1,6.7,1.1,21.7,2.7,14.8,1.2,15.5,1.3,14.5,1.4,15.0,2.2,20.2,1.2,22.9,1.6,24.9,1.9,13.8,1.7,13.6,1.0,16.4,1.2,19.5,1.5,6.5,1.4,12.4,1.0,15.9,1.3,19.5,1.7,3.5,1.1,3.7,0.5,4.9,0.7,6.1,0.8,0.8,0.5,2.1,0.4,2.8,0.5,3.6,0.7,0.3,0.3,51627,1161,62139,1938,73460,2267,30558,797,64606,1405,74563,1676,84804,1940,40033,2824,28.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.1,(X)
0500000US36119,36119,"Westchester County, New York",341762,1372,236644,1711,176161,2035,105118,1587,5.2,0.2,2.7,0.2,1.1,0.2,11.3,0.6,3.4,0.2,1.9,0.2,0.9,0.1,7.3,0.5,7.1,0.3,4.8,0.3,2.9,0.3,13.1,0.7,6.6,0.3,5.6,0.3,3.8,0.3,9.3,0.6,8.9,0.3,7.9,0.4,6.0,0.4,11.5,0.5,13.5,0.4,12.0,0.5,9.9,0.5,16.9,0.7,10.7,0.3,10.4,0.5,10.0,0.4,10.4,0.6,16.4,0.4,18.4,0.5,20.3,0.6,11.2,0.6,10.0,0.3,12.2,0.4,14.5,0.5,4.5,0.4,18.3,0.4,24.2,0.5,30.6,0.6,4.3,0.3,86226,1356,110543,1850,136038,1657,45691,1539,137881,1557,166415,2041,197056,2623,68710,1599,32.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.6,(X)
0500000US36121,36121,"Wyoming County, New York",15780,262,10317,278,7944,274,5463,278,5.0,0.9,3.2,0.8,0.7,0.3,10.6,2.2,4.7,0.7,3.1,1.2,1.0,0.5,8.9,1.7,10.7,1.2,4.9,1.0,3.3,1.0,21.3,2.3,11.3,1.2,9.0,1.3,7.8,1.2,15.2,2.5,14.8,1.5,13.6,1.8,12.2,1.8,17.0,2.9,23.1,1.8,26.3,2.0,27.3,2.3,17.2,2.7,15.0,1.4,18.7,1.9,22.4,2.3,6.4,1.4,11.6,1.2,15.9,1.7,19.5,2.0,2.2,0.7,2.7,0.6,3.6,0.7,4.3,1.0,0.7,0.7,1.3,0.4,1.6,0.6,1.6,0.7,0.4,0.4,53612,2212,64492,3034,72488,2684,31250,2110,63736,2300,73947,3262,N,N,39721,2957,29.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.3,(X)
0500000US36123,36123,"Yates County, New York",9532,262,6477,274,5262,255,3055,227,5.7,1.6,4.0,1.5,1.5,0.7,11.6,3.6,6.3,1.5,2.9,1.1,1.3,0.8,13.4,3.9,10.6,1.8,6.1,1.4,4.3,1.4,21.2,4.3,13.2,1.9,12.3,2.4,10.6,2.4,14.5,3.1,14.2,1.8,13.6,2.1,13.2,2.1,15.2,3.4,17.8,1.8,18.6,2.2,20.3,2.5,14.3,3.4,12.7,1.6,16.2,2.0,18.1,2.4,5.5,2.1,11.9,1.5,15.8,2.2,18.2,2.6,2.6,1.4,4.3,1.2,5.6,1.7,6.9,2.1,1.4,0.9,3.4,0.9,4.8,1.3,5.6,1.6,0.3,0.2,50105,3116,65054,4327,73790,4120,26875,2705,67920,3777,81139,4521,N,N,37581,3291,33.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.7,(X)
