screen_name,description,latest_followers_count,office,party,tweet_created_at,tweet_text,favorites_count,retweet_count
RepGallagher,"Green Bay Native, Marine Veteran, and Eisenhower Nerd proudly representing #WI08 in Congress. #GoPackGo.",1699,congressperson,republican,2017-01-20T16:04:40Z,Off to the #Inauguration of our 45th President. https://t.co/L5jrW62Znq,11,0
RepTrey,Proudly serving my fellow Hoosiers of Indiana's 9th District. Member of the House Financial Services Committee.,1498,congressperson,republican,2017-01-20T17:09:24Z,"It was a pleasure to welcome Hoosiers from across #IN09 to THEIR office in Washington, D.C. for this momentous occa... https://t.co/yv9zYk4Jqk",0,0
MarioDB,"I am proud to represent Florida's 25th Congressional District and serve on @HouseAppropsGOP as Transportation, Housing + Urban Development Subcommittee Chair",27167,congressperson,republican,2017-01-20T16:05:33Z,The Capitol is all dressed up for this momentous day in history. Honored to witness this. #inauguration2017 https://t.co/Ki57GIMRDW,21,5
RepEsty,"Mom, community advocate, and U.S. Representative for Connecticut's 5th Congressional District. This is the official account for my Congressional office.",15020,congressperson,democrat,2017-01-20T20:21:22Z,2/ My mission is to find solutions to the problems facing the people of CT-5. I believe in that mission &amp; I'm more committed to it than ever,13,0
repjimcooper,Official feed of U.S. Rep. Jim Cooper. Blue Dog Democrat representing Nashville area in Congress. Married with 3 great kids. Tweets by Jim & staff.,14722,congressperson,democrat,2017-01-20T18:54:39Z,President Trump gave a speech more like a campaign rally than an inaugural. I hope he'll stop tweeting about minor issues &amp; start governing.,126,23
jasoninthehouse,"United States Congressman (UT-3). Chairman, Oversight & Government Reform. Tweets come from me, not my staff.",249834,congressperson,republican,2017-01-20T13:59:20Z,What an honor to have the Mormon Tabernacle Choir at the presidential inauguration. https://t.co/iOQ0uUPWOB,838,108
RepDLamborn,"Republican Congressman for Colorado's 5th Congressional District. For regular email updates, sign-up at https://t.co/aVNY6LkLMd",10125,congressperson,republican,2017-01-20T17:59:46Z,"As the @POTUS said, it is time to make America strong, wealthy, proud, safe, and great again! #Inauguration https://t.co/AnHcrPkvvU",8,6
SenatorBurr,"U.S. Senator from North Carolina, Chairman of the Senate Select Committee on Intelligence",56998,senator,republican,2017-01-20T23:53:00Z,My statement on the delay of a vote on Pompeo to lead CIA https://t.co/m8AmSF7tcp,69,42
RepMaloney,"New York's 12th Congressional District - Manhattan, Brooklyn & Queens",19581,congressperson,democrat,2017-01-20T18:40:49Z,RT @NancyPelosi: Our values are what unite us. That has always been true -- and it always will be. #ProtectOurCare https://t.co/pUI1Lr7acn,0,629
GinaRaimondo,Governor of Rhode Island dedicated to moving Rhode Island forward. Smithfield native and proud mother of two. (401) 222-2080,39429,govenor,democrat,2017-01-20T15:52:19Z,Thank you President Obama and Michelle for your eight years of service to our nation. Your family has inspired hope across our nation.,202,53
ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",121751,senator,republican,2017-01-20T18:11:58Z,Barb Grassley w kellyanne  a person who helped trump become Pres https://t.co/UPfGF7eUdB,18,7
RepEspaillat,U. S. Representative proudly serving New York’s 13th Congressional District. Follow my work in Washington and #NY13,3808,congressperson,democrat,2017-01-20T15:18:11Z,Thanks @ClassicDCoy! Hope to see you today @ShabazzCenter for my #StrongerTogether #UnitedAsOne community event!,2,0
BobbyJindal,"Husband, Dad and 55th Governor of the great state of Louisiana.",253005,govenor,republican,2017-01-20T20:23:53Z,Congratulations to President @realDonaldTrump. Supriya and I are praying for you as you lead our nation.,678,107
RepLouBarletta,Proudly representing Pennsylvania's 11th Congressional District.,15134,congressperson,republican,2017-01-20T18:25:38Z,Peaceful transfer of power to the 45th President of the United States. My reaction and statement: https://t.co/ZWR7ikDzs1,19,6
RepBera,"Ami Bera M.D., representing Sacramento County, California #CA7 in the U.S. House of Representatives.",17992,congressperson,democrat,2017-01-20T20:44:01Z,Wearing Planned Parenthood Pink today to #standwithplannedparenthood #protectourcare. See you at the march tomorrow https://t.co/W9gTntFSaW,84,13
SenBobCorker,Official news and updates from United States Senator Bob Corker (R-Tennessee) and his staff.,87170,senator,republican,2017-01-20T18:23:16Z,It was an honor to attend the #Inauguration today. Congratulations to @realDonaldTrump and @mike_pence. Look forwar... https://t.co/okyCIzP7Vt,261,34
RepGosar,Rep. for Arizona's 4th Congressional District. Chairman of @westerncaucus & Subcommittee on Energy & Minerals @NatResources. Dentist impersonating a politician.,22902,congressperson,republican,2017-01-20T15:34:26Z,RT @realDonaldTrump: It all begins today! I will see you at 11:00 A.M. for the swearing-in. THE MOVEMENT CONTINUES - THE WORK BEGINS!,0,72036
KamalaHarris,"Senator for California. Former CA Attorney General. Dedicated to fighting for justice & giving voice to the voiceless. Wife, s-mom, sister, aunt. Aspiring chef.",358512,senator,democrat,2017-01-20T23:56:00Z,"We were founded on ideals that say that there will be freedom of religion, freedom of association &amp; that we will respect the dignity of all.",1039,285
SenTomCotton,U.S. Senator proudly serving the state of Arkansas.,64590,senator,republican,2017-01-20T12:39:50Z,Talking #InaugurationDay with @hughhewitt and Larry Arnn. Tune in! https://t.co/pDfjwOgXum,29,6
RepChrisCollins,Proud to represent New York’s 27th Congressional District. Focused on less spending in Washington and more jobs in America. Member of @HouseCommerce,10874,congressperson,republican,2017-01-20T19:02:24Z,.@POTUS @realDonaldTrump laid out his plans to put #AmericaFirst today. I look forward to getting to work and helpi... https://t.co/dyun1ikpub,46,12
SenatorBurr,"U.S. Senator from North Carolina, Chairman of the Senate Select Committee on Intelligence",56998,senator,republican,2017-01-20T23:16:12Z,Senate confirms Gen. Kelly to be Secretary of Homeland Security. Critical member of the national security team.,330,45
RepWilson,"Former educator & state legislator; founder & chair of FL Ports Caucus; founder of 5000 Role Models Project, a dropout prevention program for boys of color",16854,congressperson,democrat,2017-01-20T15:55:20Z,I'm about to witness the historic transfer of power between @POTUS &amp; @therealdonald_ w/ a group of Wilson scholars. @5000RoleModels,3,1
GregAbbott_TX,Texas Governor Greg Abbott's Personal Twitter Feed,154705,govenor,republican,2017-01-20T23:57:38Z,The Governor's Office will cut funding for Travis County adopting sanctuary policies. Stiffer penalties coming.  https://t.co/yYxeXql3xL,3595,1894
RepTomMarino,Proud to serve citizens of PA-10. Member on @HouseForeign @HouseHomeland @HouseJudiciary & Vice President of @NATO Parliamentary Assembly,18600,congressperson,republican,2017-01-20T13:45:02Z,RT @NPR: The 35 most important words of #inaugurationday https://t.co/uJiXHWD7wx https://t.co/3DP2ZZQ1Ml,0,340
RepTedLieu,"Official Twitter account for the Office of Congressman Ted W. Lieu, serving #CA33 in the US House of Representatives・Follow on Facebook & Instagram @RepTedLieu",19928,congressperson,democrat,2017-01-20T02:22:21Z,RT @joshuahersh: I talked to @RepTedLieu about why he's waging a sometimes-solitary campaign against US backing of the war in Yemen https:/...,0,54
RepWalorski,Representing Indiana's Second Congressional District,9632,congressperson,republican,2017-01-20T19:00:41Z,"to support American jobs, keep our nation safe, and get veterans the care they earned. 6/7",4,2
SusanWBrooks,Serving the good people of Indiana’s 5th District in Congress.,11869,congressperson,republican,2017-01-20T17:51:42Z,Today is a day to celebrate our democracy! Great to be w/ so many Hoosiers to celebrate our own @MikePenceVP &amp; his... https://t.co/1qNj95FP1D,18,5
JohnCornyn,Honored to represent the great state of Texas in the US Senate.,100282,senator,republican,2017-01-20T02:05:09Z,RT @MickDogg1998: My Mustang Mavericks are ready to shine at the @TXStateSociety Black Tie &amp; Boots Ball! @SMU #PonyUp https://t.co/nY6VMFau...,0,9
SenatorCantwell,"U.S. Senator from Washington State | Tweets from Maria are signed –MC | Facebook:https://t.co/qLmMk10nJI
RT≠endorsement",52346,senator,democrat,2017-01-20T15:49:41Z,"RT @POTUS: I'm still asking you to believe - not in my ability to bring about change, but in yours. I believe in change because I believe i...",0,343162
NormaJTorres,U.S. Representative for California's 35th District,6967,congressperson,democrat,2017-01-20T21:23:33Z,Welcome to CA! We are looking for a good Governor! https://t.co/Fqrc8n5C0G,17,3
SusanWBrooks,Serving the good people of Indiana’s 5th District in Congress.,11869,congressperson,republican,2017-01-20T20:25:36Z,Today is a day to celebrate democracy &amp; to bring our country together. Many Hoosiers from the 5th have traveled a great distance to witness,17,0
SenJohnThune,"U.S. Senator John Thune, South Dakota. Chairman of @SenateGOP & @SenateCommerce. Father. Husband. Avid Outdoorsman. Sports Fan.",71623,senator,republican,2017-01-20T15:50:03Z,The scene from the platform https://t.co/TQPsHhLBIR,55,12
SenAlexander,"Follow Sen. Alexander in TN, in DC, and in the news.",52267,senator,republican,2017-01-20T18:07:46Z,Sen. Alexander: Today we celebrate the American tradition of the peaceful transition of power. #InaugurationDay https://t.co/PNdJ95ANEp,45,9
RepKihuen,U.S. Representative proudly serving Nevada's 4th Congressional District. #NV04,6109,congressperson,democrat,2017-01-20T15:18:43Z,RT @POTUS: It's been the honor of my life to serve you. You made me a better leader and a better man.,0,644806
RoyBlunt,Official account of U.S. Senator Roy Blunt. Honored to represent the great state of Missouri.,58804,senator,republican,2017-01-20T22:08:44Z,Had the honor of speaking during the Presidential Inaugural Luncheon earlier today. https://t.co/wMYtteJSMz,96,15
SenatorLeahy,NA,70172,senator,democrat,2017-01-20T14:46:04Z,"RT @POTUS: I'm still asking you to believe - not in my ability to bring about change, but in yours. I believe in change because I believe i...",0,331855
timkaine,U.S. Senator from Virginia. Husband and father of 3. Avid reader and outdoorsman. Bluegrass and harmonica enthusiast.,526879,senator,democrat,2017-01-20T23:48:28Z,Voted in favor of Gen. Kelly. Confident he will bring a measured approach &amp; perspective to @DHSgov,1713,160
BettyMcCollum04,Proudly representing Minnesota's Fourth District in the United States House of Representatives.,14102,congressperson,democrat,2017-01-20T19:15:01Z,"I wore this pin at the #Inauguration with a message for @realDonaldTrump: we will #Resist, beginning with the fight... https://t.co/Vpr0jNzxss",59,19
DanaRohrabacher,U.S. Congressman representing CA-48.  Former speechwriter for President Reagan. Surfer and father of 8 year old triplets.,25849,congressperson,republican,2017-01-20T06:43:52Z,@Jaccuse1 Ur level of intelligence clear to everybody who saw Ur vulgar proclamation as to the nature of my being,2,1
RepMikeCoffman,Proudly representing Colorado's Sixth Congressional District | @USMC Combat Vet | https://t.co/nZgpI9PAJp | Insta: @repmikecoffman | RTs/follow ≠ endorsement,23545,congressperson,republican,2017-01-20T14:07:25Z,Looking forward to joining @KOANewsRadio at 7:20MT/9:20ET from our beautiful Capitol to talk about #Inauguration2017,1,1
replouiegohmert,"Member of Congress, representing the first district of Texas which encompasses over 12 counties stretching nearly 120 miles down the eastern border of Texas.",75108,congressperson,republican,2017-01-20T17:34:09Z,Congratulations to President @realDonaldTrump the 45th President of the United States! https://t.co/EBN83VnoIJ,223,59
MikeCrapo,United States Senator for the great state of Idaho.,35125,senator,republican,2017-01-20T12:25:35Z,Idahoans have already begun to share #Inauguration2017 photos with me this morning https://t.co/Ar3OCNNXO1,18,7
Scotttaylorva,"Dad, Warrior Diplomat, U.S. Congressman VA-02, former Virginia House of Delegates. Author of Trust Betrayed, Navy SEAL, Iraq war.",8310,congressperson,republican,2017-01-20T23:05:10Z,"RT @UncleLouie: Great pic, the VA FL connection! #Veterans running America! https://t.co/hUn5s8RmOz",0,4
RepRatcliffe,@HouseHomeland Cybersecurity Subcommittee Chairman & former federal prosecutor on @HouseJudiciary proudly representing Texas' 4th District. RTs ≠ endorsements,5333,congressperson,republican,2017-01-20T21:39:00Z,I'm looking forward to partnering with President Trump to Make America Great again. #InaugurationDay https://t.co/WvBaqaPRs8,10,0
ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",121751,senator,republican,2017-01-20T11:52:32Z,As usual : plan to arrive office abt 6am / 2day bc I stayed over nite at a friends house I walked to office/530am masses gathering2ceremony,43,8
RosLehtinen,Blessed to rep beautiful South Florida and the wonderful folks who live here!,92168,congressperson,republican,2017-01-20T15:29:03Z,.@MiamiHarriet &amp; I had to have a some #CubanCoffee W/ Geoffrey &amp; Erin b4 #inaugurationday festivities! Come 2 my of... https://t.co/BaP5TFYrXM,22,11
RepValDemings,U.S. Representative Florida's 10th Congressional District. Public Servant. Former Orlando Police Chief. Christian. Wife. Mother. Grandmother. Harley Enthusiast.,2719,congressperson,democrat,2017-01-20T18:40:42Z,"RT @GregoryMeeks: Thank you Pres. @barackobama and VP @JoeBiden for eight years of progress, civility, and leadership. https://t.co/9XFmiTS...",0,21
GovMalloyOffice,Official account of the Office of Connecticut Governor Dannel P. Malloy. Tweets are from office staff.,110994,govenor,democrat,2017-01-20T19:03:56Z,"On Saturday at 1PM, Governor Malloy will join attendees at a sister rally of the @womensmarchct at the State Capitol building in #Hartford",96,37
RepBillFlores,"I am working hard for Texas families in District 17 to rebuild our national security, improve economic opportunity, and protect our Constitutional liberties.",14458,congressperson,republican,2017-01-20T11:23:46Z,"RT @mike_pence: So very proud of my wife, Karen. She was an amazing First Lady of Indiana &amp; will make a great Second Lady of the US. https:...",0,3499
RepMarthaRoby,Congressional Twitter account for U.S. Representative Martha Roby (R-AL),22727,congressperson,republican,2017-01-20T17:59:11Z,@stephanie121608 so glad you were able to come! Thanks for stopping by to visit,2,0
SenatorHeitkamp,"Official Twitter account for Heidi Heitkamp, U.S. Senator for #NorthDakota. Learn more on Facebook: https://t.co/sdBAQYB6b4.
Instagram: http://t.co/o02Q1Pt8AC",43157,senator,democrat,2017-01-20T23:30:55Z,The Senate voted to confirm nominees to lead important national security dept. &amp; agencies - including General Kelly to lead @DHSgov(1/2),10,0
RepTrentKelly,Proudly serving Mississippi's First Congressional District in the U.S. House of Representatives,2169,congressperson,republican,2017-01-20T18:44:15Z,"It's great to see First District Mississippians in DC. Matt and Jane Miller, @shanemsrep17 and @tupmayorsoffice.... https://t.co/5TiuQbCgI5",8,1
RepMarkWalker,Member of the U.S. Congress & Chairman of the @RepublicanStudy Committee. Proudly representing the 6th District of North Carolina.,6111,congressperson,republican,2017-01-20T01:43:39Z,A pleasure to host dozens of people (and dogs) from #NC06 in our DC office for an open house as folks came to pick... https://t.co/Ehahoor3fk,9,3
SenJeffMerkley,U.S. Senator from the State of Oregon. Instagram: https://t.co/pECsFBm1G1,93066,senator,democrat,2017-01-20T23:52:12Z,.@realDonaldTrump 1st act as Pres attacks middle class families &amp; will make it more expensive to buy a home next yr https://t.co/PRtM38nh1l,233,205
RepLujanGrisham,"Proudly serving New Mexico's 1st Congressional District. Serving on House Agriculture, Budget and Oversight & Government Reform Committees.",16342,congressperson,democrat,2017-01-20T20:49:06Z,"RT @RepPeteAguilar: #CHCtoTrump -- We are proud to be a nation of immigrants. Our diversity is something we celebrate, not condemn.",0,32
farenthold,Proudly serving Texas' 27th Congressional District. @GOPoversight @HouseJudiciary @Transport,10867,congressperson,republican,2017-01-20T12:07:00Z,Today is the day we #MakeAmericaGreatAgain! #InaugurationDay https://t.co/KkFpoSLLbP,12,4
RepKevinBrady,Dad. Husband. Chairman of @WaysandMeansGOP. Deputy Whip. Loves: Baseball and Texas.,24550,congressperson,republican,2017-01-20T22:30:46Z,Six hours in and we're already making #AmericaGreatAgain https://t.co/nntLYbBki6,10,5
RepJoeWilson,Official Twitter account for Congressman Joe Wilson (SC-02). Grateful to serve as Chairman of the HASC Subcommittee on Readiness,9072,congressperson,republican,2017-01-20T22:21:16Z,Eager to work with General Mattis on military readiness. https://t.co/ACFjArHlCM,27,1
RepRichHudson,Official Twitter account for Congressman Richard Hudson -- proudly representing the 8th Congressional District of North Carolina.,11141,congressperson,republican,2017-01-20T13:41:28Z,Very excited as I commute to work today! #MAGA https://t.co/Wy3FVjoTyq,11,2
RepJayapal,"Proudly serving WA's 7th District. Vice-Chair @USProgressives, Senior Whip, Budget Vice Ranking. https://t.co/l8iuqn1TzO https://t.co/GN5Vsxe99N",11692,congressperson,democrat,2017-01-20T18:02:52Z,Somali community leader Ubah Warsame: We must defeat any efforts at the state or federal level to create a Muslim r... https://t.co/ITLEjlsycX,9,1
RepRubenGallego,Proud representative of Arizona's 7th Congressional District,15512,congressperson,democrat,2017-01-20T17:34:26Z,RT @jonfavs: Alright. Let's get to work.,0,2291
RepKevinBrady,Dad. Husband. Chairman of @WaysandMeansGOP. Deputy Whip. Loves: Baseball and Texas.,24550,congressperson,republican,2017-01-20T15:55:16Z,RT @SpeakerRyan: One hour to go. #InaugurationDay https://t.co/NDzoct2r9m,0,308
NancyPelosi,"Democratic Leader, focused on strengthening America's middle class and creating jobs; mother, grandmother, dark chocolate connoisseur.",1078800,congressperson,democrat,2017-01-20T12:50:26Z,Be sure to tune in for my interview with @Morning_Joe at 8:00am ET!,133,39
SenatorWicker,U.S. Senator for Mississippi. Please visit my website for updates.,40178,senator,republican,2017-01-20T20:55:58Z,RT @mikedebonis: Roger Wicker has no qualms about a late night nomination fight tonight...'Bring me a pimiento cheese sandwich and I will b...,0,7
RepEspaillat,U. S. Representative proudly serving New York’s 13th Congressional District. Follow my work in Washington and #NY13,3808,congressperson,democrat,2017-01-20T16:53:13Z,#StandingTogether #UnitedAsOne w @MMViverito @AndreaSCousins @MarkLevineNYC https://t.co/je3Yd4zDVL,13,2
amyklobuchar,"U.S. Senator from Minnesota. Follows, Retweets, Replies ≠ endorsement",150662,senator,democrat,2017-01-20T17:32:19Z,A bit of camaraderie...my seat mates at the inauguration: Senators Sanders and McCain. https://t.co/2iJK3Tev2y,3583,492
RepAnnaEshoo,Representing California's 18th Congressional District--the heart of Silicon Valley.,22860,congressperson,democrat,2017-01-20T22:03:20Z,"Repealing the #ACA means 32 million would be left uninsured, causing premiums to skyrocket over the next decade- https://t.co/wLA6M8bWTw",16,16
MarioDB,"I am proud to represent Florida's 25th Congressional District and serve on @HouseAppropsGOP as Transportation, Housing + Urban Development Subcommittee Chair",27167,congressperson,republican,2017-01-20T20:33:53Z,"Not near a to watch @PRHSBands in the Inaugural Parade? Tune in online thanks to @collierschools 
https://t.co/kdgVc3FFGh #PRHSinDC",17,6
RepBarbaraLee,"Progressive Democrat proudly representing the #EastBay CA-13 in Congress. Working to promote economic & racial justice, peace & human rights in the US & abroad.",103681,congressperson,democrat,2017-01-20T20:39:11Z,Discussing #theresistance to Donald Trump's dangerous agenda with @AshleyJudd. https://t.co/pdS41qgMBO,138,56
NancyPelosi,"Democratic Leader, focused on strengthening America's middle class and creating jobs; mother, grandmother, dark chocolate connoisseur.",1078800,congressperson,democrat,2017-01-20T16:30:51Z,House Democrats are wearing this button as a symbol of our solidarity and support for the ACA during today's inaugu... https://t.co/HVqtMQoef8,3606,1194
RepBarbaraLee,"Progressive Democrat proudly representing the #EastBay CA-13 in Congress. Working to promote economic & racial justice, peace & human rights in the US & abroad.",103681,congressperson,democrat,2017-01-20T22:43:03Z,It was the honor of my life to serve alongside @POTUS44. Watch my interview w/ @JanaKTVU about his legacy.https://t.co/PjJykD8ZSY,303,65
RepMoBrooks,Thanks for following me. I'm the Congressman for Alabama's Fifth District and this is my official Twitter page. It's an honor to serve you.,15085,congressperson,republican,2017-01-20T20:44:30Z,ICYMI: I joined MSNBC last night to defend President Donald Trump against left-wing media attacks. https://t.co/F5k6bVVIsK,7,1
farenthold,Proudly serving Texas' 27th Congressional District. @GOPoversight @HouseJudiciary @Transport,10867,congressperson,republican,2017-01-20T17:34:31Z,"Congratulations, @POTUS, President Donald J. Trump! https://t.co/fJhl1TM9Qw",3,1
RepDonBeyer,"Representing Virginia's 8th District in Congress. VA8 is NoVa:  Arlington, Alexandria, FallsChurch, Fairfax. Vice-Ranking @SciCmteDems. #ActOnClimate #EqualPay",26015,congressperson,democrat,2017-01-20T00:38:52Z,RT @sl_lbcake: @RepDonBeyer @NASA @NOAA @HouseScience @FDRLST Maybe this comic from @xkcdComic will help. https://t.co/tk9eQ8pXO7,0,1
RepRichHudson,Official Twitter account for Congressman Richard Hudson -- proudly representing the 8th Congressional District of North Carolina.,11141,congressperson,republican,2017-01-20T17:08:19Z,Today we're closing one chapter in our nation's history. Read my statement on #Inauguration2017  #MAGA... https://t.co/ZkglgERi3G,8,2
RepJenniffer,official account by the Congresswoman of Puerto Rico representing 3.4 million U.S. citizens in Congress @HouseSmallBiz @HouseVetAffairs @NatResources @HouseGOP,1552,congressperson,republican,2017-01-20T02:10:20Z,"Con la presidenta de la Junta d Directores de la Asociacion Hospitales, Marta Rivera delineando estrategias para de... https://t.co/FIl7x6GLZG",70,36
SenDonnelly,U.S. Senator Joe Donnelly's communications staff,45602,senator,democrat,2017-01-20T23:50:43Z,Congratulations to Columbus North HS and @CulverAcademies on representing Indiana well in the @TrumpInaugural Parade.,67,17
RepTrentKelly,Proudly serving Mississippi's First Congressional District in the U.S. House of Representatives,2169,congressperson,republican,2017-01-20T00:17:28Z,"Elizabeth, Terry, Emme, Grey and Wilkes Ausbern from Houston are in DC to watch President-elect Donald Trump take t... https://t.co/oeIzlTDY19",8,2
ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",121751,senator,republican,2017-01-20T20:59:14Z,PresElect Trump entering the ceremony w great applause https://t.co/hFzdRQXSDr,35,15
RepMcGovern,Proudly representing the people of the 2nd District of Massachusetts.,30644,congressperson,democrat,2017-01-20T20:56:17Z,RT @NancyPelosi: Our values are what unite us. That has always been true -- and it always will be. #ProtectOurCare https://t.co/pUI1Lr7acn,0,639
RepNewhouse,Proud to represent Washington's 4th District in the U.S. Congress,5423,congressperson,republican,2017-01-20T17:01:40Z,RT @AP: BREAKING: Donald Trump takes oath of office as the 45th president of the United States. https://t.co/amKzcKCKko,0,3109
RepJimmyPanetta,I'm honored to serve as the Congressman for California's Central Coast (CA-20) in the U.S. House of Representatives.,2384,congressperson,democrat,2017-01-20T00:15:00Z,Had a great time this afternoon speaking with politically engaged students visiting #WashingtonDC from... https://t.co/EqsvQMcTOl,11,3
RepCheri,Serving Illinois' 17th District. Wife & mother of 3 boys. Athlete. Former reporter. Fighter for better government. CoChair of DPCC. Facebook & Snapchat RepCheri,17620,congressperson,democrat,2017-01-20T18:10:23Z,"Donald Trump was sworn in as President, but we'll protect the values we've fought for over generations... https://t.co/VuqGldUu10",68,14
FrankPallone,"The official Twitter account of Congressman Frank Pallone, Jr. (D), of New Jersey's 6th district, Ranking Member of @EnergyCommerce Committee.",21811,congressperson,democrat,2017-01-20T03:13:22Z,Congrats 2 JimPolos 4 being honored byGreekAmericanChamber ofCommerce.Jim is doing a great job as ExDir of Middlese... https://t.co/mwYmk3NInW,0,0
RepHuizenga,I serve the people of the 2nd District of Michigan. Member of Financial Services Committee. Father of 5. Visit http://t.co/Rj7T6mD76d for even more!,14374,congressperson,republican,2017-01-20T23:15:03Z,@NickLaFave a very important day that continues the peaceful transfer of power. Great to see former Presidents of both parties participate!,0,0
RepMcGovern,Proudly representing the people of the 2nd District of Massachusetts.,30644,congressperson,democrat,2017-01-20T19:18:15Z,RT @nytvideo: A final farewell from Barack Obama #Inauguration2017 https://t.co/jyKDdSLVgA,0,2044
CongressmanRaja,"Official Twitter account of Congressman   Raja Krishnamoorthi, representing Illinois' 8th Congressional District.",2507,congressperson,democrat,2017-01-20T16:38:04Z,"Thank you for your leadership and your inspiration, Mr. President. #ThanksObamas #InaugurationDay2017 @BarackObama... https://t.co/BmtlaZGffr",22,4
WolfForPA,Official account of Tom Wolf for Governor. Tweets from Tom Wolf are signed -TW.,16178,govenor,democrat,2017-01-20T16:37:28Z,"""I will keep fighting to staunchly defend the rights of minorities, the right to vote, and for equal rights for the... https://t.co/ENIavBQpPU",106,34
RepWesterman,Congressman representing 4th District of Arkansas; Vice Chair of Federal Lands Subcommittee. Husband. Father of four. Hot Springs native. Engineer. Forester.,5559,congressperson,republican,2017-01-20T13:37:48Z,RT @MeredithNovak16: Thx @RepRickCrawford @RepFrenchHill @rep_stevewomack @RepWesterman for hosting the #AR delegation for breakfast on #In...,0,2
RepTomEmmer,"Husband, father, hockey fan, and Congressman for Minnesota's 6th District.",5025,congressperson,republican,2017-01-20T15:35:49Z,The big day is here! Waiting in line to be seated to watch @RealDonaldTrump's inauguration. #MAGA https://t.co/z284pUVOtp,13,2
MaxineWaters,Proudly serving the people of California's 43rd District in Congress. Ranking Member of the House Financial Services Committee (@FSCDems).,251054,congressperson,democrat,2017-01-20T01:28:59Z,https://t.co/zIwDcASYQo,133,16
RepDaveBrat,"Proudly serving Virginia's Seventh Congressional District #VA07. I sit on the House Committees on @HouseBudgetGOP, @EdWorkforce, and the @HouseSmallBiz",7613,congressperson,republican,2017-01-20T14:14:30Z,"Today we celebrate our country's greatest tradition, the peaceful transition of power. #InaugurationDay",57,18
davidcicilline,Serving Rhode Island's First District in Congress. Co-Chair of DPCC. #Resist,25402,congressperson,democrat,2017-01-20T22:36:58Z,...If he chooses to continue dividing Americans and offering empty promises instead of real solutions...,12,3
RepGwenMoore,"Proudly representing Wisconsin’s 4th Congressional District; mother, grandmother; loves poetry, reading, knitting and crocheting.",20365,congressperson,democrat,2017-01-20T03:03:27Z,On @TheLastWord tonight @ 10:30pm ET to discuss why I'll be attending @realDonaldTrump @Inaug2017 as symbol of opposition not normalization.,27,14
dougducey,Governor of Arizona,26032,govenor,republican,2017-01-20T21:09:17Z,RT @ScottWalker: Hanging with pals before the Ceremony. #inaugurationDay https://t.co/y2DbhrjXnb,0,27
RepComstock,Honored To Represent Virginia’s 10th Congressional District. Attorney • Legislator • Mom,7654,congressperson,republican,2017-01-20T12:54:36Z,Celebrating freedom and the peaceful transfer of power today and praying for our country and all of our leaders.... https://t.co/w4gCPXYdD9,19,11
SenatorDurbin,Serving the people of Illinois. Senate Democratic Whip. Follows/RTs do not equal an endorsement.,134382,senator,democrat,2017-01-20T16:16:59Z,"MORNING READ: 100 yrs ago, American Catholics faced the same kind of discrimination faced by American Muslims today https://t.co/hgTHE8BsL8",156,91
FLGovScott,Florida's 45th Governor - My goal is to make Florida first in job creation.,87698,govenor,republican,2017-01-20T15:28:58Z,Emocionado de ver a mi amigo @realDonaldTrump convertirse hoy en el Presidente numero 45 de los Estados Unidos.,15,6
GovRauner,"Father, Husband, and Governor of Illinois",18671,govenor,republican,2017-01-20T19:15:44Z,We're changing the culture within government by tightening the ethical standards for executive branch employees.... https://t.co/fovZ1zONkz,67,12
SenatorFischer,U.S. Senator and Cherry County rancher working to bring some Nebraska common sense to Washington,34906,senator,republican,2017-01-20T15:48:17Z,Powerful moment: Walking through the halls of the Capitol with my fellow senators on the way to #Inauguration2017,26,5
ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",121751,senator,republican,2017-01-20T12:17:06Z,Senate schedule inaugural day:Convene 10am /March to Capitol WestFront 1030/Trump arrives 1130/ OathSpeech noon 4pm meet vote nominees,19,5
senrobportman,United States Senator from the Buckeye State.,75867,senator,republican,2017-01-20T15:18:01Z,We are all in this together as Americans. I believe we can make real progress for #Ohio over the next 4 yrs #Inauguration,33,10
RepEspaillat,U. S. Representative proudly serving New York’s 13th Congressional District. Follow my work in Washington and #NY13,3808,congressperson,democrat,2017-01-20T15:16:16Z,"RT @RepJerryNadler: At the #WeStandUnited rally in NYC tonight, joined by @MMFlint @RepEspaillat and @bradhoylman. https://t.co/uzYuIA1wlJ",0,128
SenBobCasey,Official twitter profile for U.S. Senator Bob Casey.,136001,senator,democrat,2017-01-20T23:49:41Z,"This afternoon I voted in favor of President Trump's nominees for the @DeptofDefense, General James Mattis, and @DHSgov, General John Kelly.",165,27
RepGosar,Rep. for Arizona's 4th Congressional District. Chairman of @westerncaucus & Subcommittee on Energy & Minerals @NatResources. Dentist impersonating a politician.,22902,congressperson,republican,2017-01-20T16:12:10Z,"RT @NatResources: #DYK Not only do our National Parks host your adventures, the most visited park also hosts one of our nation's best tradi...",0,11
