screen_name,description,latest_followers_count,office,party,tweet_created_at,tweet_text,favorites_count,retweet_count
RepEsty,"Mom, community advocate, and U.S. Representative for Connecticut's 5th Congressional District. This is the official account for my Congressional office.",15020,congressperson,democrat,2017-01-20T20:27:55Z,10/ There is so much good and important work that the American people are counting on ALL their elected officials to do together.,3,0
virginiafoxx,Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District.,18230,congressperson,republican,2017-01-20T18:17:52Z,They care deeply about this country. (6/8),8,2
RepJeffDenham,Working for the people of California's 10th district in the U.S. House of Representatives. http://t.co/8CkNyoIDFU,15305,congressperson,republican,2017-01-20T18:24:49Z,@RichPaloma I'll be watching an amazing parade with my good friends from #ca10!,1,0
BobbyScott,"Proudly representing Virginia's 3rd Congressional District. Ranking Member, Committee on Education and the Workforce @edworkforcedems.",20617,congressperson,democrat,2017-01-20T13:33:24Z,Hosting John Fredericks &amp; the @jfradioshow in my office. Talking on air with @RobWittman &amp; @GovernorVA about the... https://t.co/ZutRmZR1p1,5,1
RepValDemings,U.S. Representative Florida's 10th Congressional District. Public Servant. Former Orlando Police Chief. Christian. Wife. Mother. Grandmother. Harley Enthusiast.,2719,congressperson,democrat,2017-01-20T15:23:09Z,I know my constituents are looking to me and my colleagues to hold President Trump accountable.,13,5
JerryMoran,Proud to represent Kansans in the United States Senate,37343,senator,republican,2017-01-20T23:20:32Z,Swiftly confirming the secretaries in charge of our national security is critical to keeping us safe as we face threats at home and abroad.,22,7
RepJenniffer,official account by the Congresswoman of Puerto Rico representing 3.4 million U.S. citizens in Congress @HouseSmallBiz @HouseVetAffairs @NatResources @HouseGOP,1552,congressperson,republican,2017-01-20T02:03:20Z,Dialogando con alcaldes de la Asociacion sobre sus necesidades en fondos federales para sus municipios. https://t.co/D0gMZdsx8E,64,33
RepWesterman,Congressman representing 4th District of Arkansas; Vice Chair of Federal Lands Subcommittee. Husband. Father of four. Hot Springs native. Engineer. Forester.,5559,congressperson,republican,2017-01-20T14:30:39Z,RT @JenCleveland: @PhyllisMBell she looks like you. @NateBell4AR @VictoriaBell Great job! @hannahbell https://t.co/xk3UOocguI,0,2
JohnKasich,"Husband, Dad and Governor of Ohio. Learn more about my upcoming book at https://t.co/Vdhq3le6UO",666971,govenor,republican,2017-01-20T14:44:34Z,"We've made fighting human trafficking a priority in OH &amp; we're reaching more victims. But, there is much more to do. https://t.co/vtrGLE2ji3",95,25
RepRichHudson,Official Twitter account for Congressman Richard Hudson -- proudly representing the 8th Congressional District of North Carolina.,11141,congressperson,republican,2017-01-20T18:04:13Z,@RepHolding and I ready for the ceremony to begin #Inauguration2017 #MAGA https://t.co/hasnMrZHVn,4,3
SenTedCruz,Representing the State of Texas in the United States Senate.,931263,senator,republican,2017-01-20T23:52:06Z,RT @dcexaminer: #BREAKING: Senate confirms James Mattis as Trump's defense secretary https://t.co/pxnZmkDCZc https://t.co/CgB2NsK2Wt,0,243
SenJeffMerkley,U.S. Senator from the State of Oregon. Instagram: https://t.co/pECsFBm1G1,93066,senator,democrat,2017-01-20T00:08:45Z,TUNE IN: I'll be on @hardball @msnbc tonight at 4:15pmPT/7:15pmET discussing confirmation chaos &amp; @HHSGov nominee #Price's shady stock deals,65,20
RepGarretGraves,Official Twitter Page of Congressman Garret Graves (LA06),4552,congressperson,republican,2017-01-20T16:29:50Z,"RT @dupont_john: .@LPNews1898 State Rep. Valarie Hodges to Task Force: ""Comite River Diversion Canal has to be a priority.  We owe it to th...",0,7
davidcicilline,Serving Rhode Island's First District in Congress. Co-Chair of DPCC. #Resist,25402,congressperson,democrat,2017-01-20T22:49:26Z,May I assume this is your way of expressing disagreement? https://t.co/hpKg5x6biZ,11,4
RepRubenGallego,Proud representative of Arizona's 7th Congressional District,15512,congressperson,democrat,2017-01-20T19:22:47Z,Trump starts his presidency the way he started his campaign- w/ divisive anti-immigrant rhetoric. We must fight to protect our communities.,174,78
USRepRodney,Proudly serving the 11th Congressional District of New Jersey in the U.S. House of Representatives.,8021,congressperson,republican,2017-01-20T17:36:59Z,I look forward to working with @POTUS on protecting our national security and solving the problems of hard-working Americans!,21,3
RepAndyBiggsAZ,Representing the 5th Congressional District of Arizona.,1329,congressperson,republican,2017-01-20T11:45:00Z,Today is the day of the 58th Presidential Inauguration! #Inauguration2017 https://t.co/aNcxX6EkQq,1,1
RepKevinBrady,Dad. Husband. Chairman of @WaysandMeansGOP. Deputy Whip. Loves: Baseball and Texas.,24550,congressperson,republican,2017-01-20T13:36:00Z,RT @HouseGOP: Today is the day! @realdonaldtrump will be sworn in at noon. Don't miss the #Inauguration https://t.co/n24Xye0uEP,0,77
RepGwenMoore,"Proudly representing Wisconsin’s 4th Congressional District; mother, grandmother; loves poetry, reading, knitting and crocheting.",20365,congressperson,democrat,2017-01-20T01:29:01Z,"Sometimes you gotta clean, I get it, but I better see you out there w/ mom next time! Would you mind thanking her f... https://t.co/HH3EUQVMzP",8,3
USRepLong,"Representing Missouri’s 7th District in the United States Congress

Member of the House Energy and Commerce Committee",8204,congressperson,republican,2017-01-20T18:57:14Z,Great performance by a great group of young people! #Inauguration https://t.co/ogC6wBrAh9,33,11
RepJayapal,"Proudly serving WA's 7th District. Vice-Chair @USProgressives, Senior Whip, Budget Vice Ranking. https://t.co/l8iuqn1TzO https://t.co/GN5Vsxe99N",11692,congressperson,democrat,2017-01-20T19:16:47Z,We are lifting up the voices of the people who truly make our country great. I'm proud we did that today in Washington's 7th District.,14,3
RepStefanik,"Official Twitter Account for Congresswoman Elise Stefanik, proudly representing New York's 21st District.",9499,congressperson,republican,2017-01-20T16:46:49Z,"RT @HouseGOP: Don't miss the #Inauguration 

Tune in here to watch it live: https://t.co/jlJuG0Ytmg",0,50
GerryConnolly,Proudly representing Virginia's 11th District,20470,congressperson,democrat,2017-01-20T17:36:53Z,It failed to unify or reach out to the entire nation.,48,10
RepKevinCramer,Representing the great people of North Dakota in the United States House of Representatives. Member of @HouseCommerce,8864,congressperson,republican,2017-01-20T15:36:24Z,Here we go @realDonaldTrump #Inauguration2017 https://t.co/bySTPKbQGx,13,10
RepBarragan,Official account. Honored to represent California's 44th Congressional District #CA44. Member of the @HispanicCaucus @USProgressives  @Dodgers fan.,3394,congressperson,democrat,2017-01-20T14:21:48Z,. @POTUS @BarackObama 8 yrs ago you inspired me &amp; gave me hope. Profound sadness today but I'll fight to protect pr... https://t.co/DXSaiPdKsq,25,2
SteveDaines,Serving the people of Montana in the U.S. Senate.,12816,senator,republican,2017-01-20T17:07:38Z,Congratulations to our 45th President Donald John Trump ,24,0
RepMikeBishop,Official account for Congressman Mike Bishop #MI08. Proudly serving on the tax-writing @WaysandMeansGOP.,6633,congressperson,republican,2017-01-20T19:03:23Z,"A historic, humbling day. My statement on the swearing in of our new President: https://t.co/n76525NSo0",7,2
RepTomGraves,Conservative Republican representing Georgia's 14th Congressional District #GA14,14744,congressperson,republican,2017-01-20T18:34:46Z,Congrats to President @realDonaldTrump &amp; VP @mike_pence! Can't wait to work w/ the administration to deliver results for the American people,13,5
SenSchumer,Official account of Senator Chuck Schumer - New York’s Senator RT≠endorsement,522353,senator,democrat,2017-01-20T23:17:06Z,RT @SenSherrodBrown: Making it more expensive for Americans to buy their first homes is not the way to make Washington work for people http...,0,2455
LacyClayMO1,"Official Campaign Twitter Account of Lacy Clay for Congress. US Rep, Missouri 1st District. R/Ts & links are not endorsements.",6516,congressperson,democrat,2017-01-20T14:18:25Z,"RT @LCVoters: If Pres-Elect Trump won't protect and defend clean air, water and our future - we the people will. #ProtectAndDefend https://...",0,10
rosadelauro,"Proud to represent CT's 3rd CD. Italian-American, New Haven native, fierce advocate for a strong middle class & those in need. Tweets from Rosa are signed -Rosa",26297,congressperson,democrat,2017-01-20T15:54:46Z,"RT @WhiteHouse: Yes we can.
Yes we did.
Thank you for being a part of the past eight years. https://t.co/mjmr4RkxpV",0,141075
RepValDemings,U.S. Representative Florida's 10th Congressional District. Public Servant. Former Orlando Police Chief. Christian. Wife. Mother. Grandmother. Harley Enthusiast.,2719,congressperson,democrat,2017-01-20T18:36:26Z,RT @ELLEmagazine: Why I Ran: Florida Congresswomen @RepValDemings https://t.co/UnWg4h9z3p,0,12
SenatorCardin,"U.S. Senator Ben Cardin of MD. Ranking Member, Foreign Relations Committee. https://t.co/H6tSwFVj7t https://t.co/Qon77TTwV7…",112567,senator,democrat,2017-01-20T17:19:26Z,"Through our differences, today we honor the most important hallmark of every democracy: the peaceful transition of power. #Inauguration",172,47
MartinHeinrich,United States Senator from New Mexico,43895,senator,democrat,2017-01-20T20:51:45Z,This is what cognitive dissonance looks like...https://t.co/cPF5rbL4OM,88,60
NYGovCuomo,Official Twitter account for the Governor of New York State. Social Media Use Policy: https://t.co/Oazy5ahlU6,285785,govenor,democrat,2017-01-20T02:51:32Z,"We're continuing to build on this progress into 2017: NYS added 9,000 private sector jobs in December to reach a re... https://t.co/BTSfJZHwX8",164,37
USRepGaryPalmer,Proudly serving the people of Alabama's 6th Congressional District.,5724,congressperson,republican,2017-01-20T19:05:07Z,This Administration has the opportunity to lead our country with dignity and to uphold the Constitution as our Founding Fathers intended.,15,2
RepMikeCapuano,Representing MA's 7th District in the U.S. House of Representatives; former Mayor of Somerville. https://t.co/W9wgyLij84,5429,congressperson,democrat,2017-01-20T17:28:57Z,RT @BINcA_BPS: .@RepMikeCapuano with #WeAreBinca students for #DiversityAndDemocracyDay celebration #bospoli #mapoli #bpspln @BostonSchools...,0,10
RepJayapal,"Proudly serving WA's 7th District. Vice-Chair @USProgressives, Senior Whip, Budget Vice Ranking. https://t.co/l8iuqn1TzO https://t.co/GN5Vsxe99N",11692,congressperson,democrat,2017-01-20T23:33:34Z,RT @AGarlandPhoto: Immigrants Rights march and Seattle students march past #seattle city hall https://t.co/vK22DqXmMS,0,28
FLGovScott,Florida's 45th Governor - My goal is to make Florida first in job creation.,87698,govenor,republican,2017-01-20T21:44:47Z,"Gran dia, viendo a Donald Trump convirtiendose en nuestro Presidente.",21,4
RepLloydDoggett,Representing communities from San Antonio to Austin.,21033,congressperson,democrat,2017-01-20T17:00:56Z,RT @michelleinbklyn: https://t.co/AZIa9g9jrn,0,13
RepGwenMoore,"Proudly representing Wisconsin’s 4th Congressional District; mother, grandmother; loves poetry, reading, knitting and crocheting.",20365,congressperson,democrat,2017-01-20T01:38:45Z,Loved seeing everyone standing up to #SaveObamacare. We're not going to roll over &amp; let @realDonaldTrump take our... https://t.co/xwvmhyL1Le,32,17
RepScottPerry,"Husband, Father of two young daughters, Small Businessman and Soldier. Congressman - 4th District (PA).",9069,congressperson,republican,2017-01-20T13:57:46Z,"Inaugural History: On 3/4/1857, James Buchanan, the only POTUS from PA, was inaugurated at the U. S. Capitol.... https://t.co/X9sGEW67jK",10,2
RepCohen,"Congress TN9.Memphis.Judiciary&Transportation;civil rights/liberties/cr.jstc reform,women&minority issues/animal welfare/med research;Father,TN Educ Lottery.Dem",19554,congressperson,democrat,2017-01-20T17:47:28Z,"RT @KBrandonBell: Saw my #Congressman @RepCohen in bathrobe this AM, having pleasant &amp; productive convo w/sanitation workers in front yard....",0,8
ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",121751,senator,republican,2017-01-20T18:21:33Z,Sen Warner Va w new Secy of Ed deVos https://t.co/Y5IbUKWxxc,11,0
JohnCornyn,Honored to represent the great state of Texas in the US Senate.,100282,senator,republican,2017-01-20T02:00:56Z,"RT @DARPA: In a final FB post, Pres. Obama shared an image from DARPA's Revolutionizing Prosthetics. https://t.co/fYUeOyTIY1 More breakthro...",0,118
RepLujanGrisham,"Proudly serving New Mexico's 1st Congressional District. Serving on House Agriculture, Budget and Oversight & Government Reform Committees.",16342,congressperson,democrat,2017-01-20T20:37:19Z,"RT @RepCarbajal: As a Mexican immigrant, I want our President to know that the communities he's threatened have a strong voice in our gover...",0,113
RepMcGovern,Proudly representing the people of the 2nd District of Massachusetts.,30644,congressperson,democrat,2017-01-20T15:20:07Z,Millions of Americans will join @WomensMarch in cities across country and I will be proud to march alongside them.... https://t.co/1uYExldvf0,56,26
cathymcmorris,"Proudly serving Washington's beautiful 5th District in Congress, Chair of the House Republican Conference. Mom of three.",36476,congressperson,republican,2017-01-20T17:19:55Z,"This is the positive disruption Americans have been waiting for, and now we're ready to make America great again. https://t.co/O2e0GzNtYH",186,44
RepCicilline,Tweets from the press office of Congressman David N. Cicilline (D-RI).,7118,congressperson,democrat,2017-01-20T21:58:43Z,NEW: Cicilline statement on President Trump's Inauguration https://t.co/jzlPHVdS8O,29,14
FLGovScott,Florida's 45th Governor - My goal is to make Florida first in job creation.,87698,govenor,republican,2017-01-20T20:18:01Z,La administracion de @realDonaldTrump y @mike_pence sera grandiosa para nuestro estado y para el pais. Espero seguir trabajando con ellos.,16,10
jasoninthehouse,"United States Congressman (UT-3). Chairman, Oversight & Government Reform. Tweets come from me, not my staff.",249834,congressperson,republican,2017-01-20T20:45:58Z,"45, President Trump, giving his first speech https://t.co/zHTfdVUpN4",791,99
RepRatcliffe,@HouseHomeland Cybersecurity Subcommittee Chairman & former federal prosecutor on @HouseJudiciary proudly representing Texas' 4th District. RTs ≠ endorsements,5333,congressperson,republican,2017-01-20T19:01:29Z,I was humbled to be here to witness the peaceful transition of power at our nation's capital today. https://t.co/jlbB0G649r,27,3
NancyPelosi,"Democratic Leader, focused on strengthening America's middle class and creating jobs; mother, grandmother, dark chocolate connoisseur.",1078800,congressperson,democrat,2017-01-20T22:56:16Z,Immigration is the constant reinvigoration of America. We would do well not to demonize those who bet their hopes a... https://t.co/vJbozHxNN1,1534,465
AkGovBillWalker,Official Twitter page of Alaska Governor Bill Walker; honored to serve AK w/ @LtGovMallott. RTs ≠ endorsements.,5468,govenor,independent,2017-01-20T01:28:20Z,"Last night, I laid out my vision for Alaska. Together we can solve our fiscal crisis. Watch the speech here:... https://t.co/JTT8NmCbcK",8,2
dougducey,Governor of Arizona,26032,govenor,republican,2017-01-20T21:08:41Z,RT @Urban_Teachers: AZ Gov @dougducey calls for raising teacher pay to recognize and reward the work of teachers https://t.co/n8EWVx4ytT #T...,0,7
RepCharlieDent,"Proud to serve as U.S. Representative for Pennsylvania’s 15th District, which includes all or parts of Berks, Dauphin, Lebanon, Lehigh and Northampton counties.",10654,congressperson,republican,2017-01-20T20:27:30Z,My thanks to all the #PA15 constituents in D.C. that stopped by my office today after the #Inauguration. https://t.co/INZg1S8zgB,12,4
CongHuelskamp,Real Conservative: represented Kansas' First District in the U.S. House.,19291,congressperson,republican,2017-01-20T17:04:29Z,@realDonaldTrump: transferring power from Washington D.C. back to the American people!  Exactly.,11,7
DarrellIssa,"I work for CA-49, Chair the Subcommittee on Courts, Intellectual Property, and the Internet, & serve on the House Committee on Foreign Affairs.",258213,congressperson,republican,2017-01-20T12:12:20Z,Inauguration activities all well under way. Great and early start to the morning!  https://t.co/OddtqGIx8R,249,45
USRepLong,"Representing Missouri’s 7th District in the United States Congress

Member of the House Energy and Commerce Committee",8204,congressperson,republican,2017-01-20T17:03:01Z,It's time to make America great again! Can't wait to work w/ President Donald Trump and Vice President Mike Pence.... https://t.co/28wmeARQLx,22,7
RepMikeRogersAL,I am proud to represent Alabama's Third Congressional District.,16793,congressperson,republican,2017-01-20T17:12:32Z,"Ready to get to work making America great again with our new President, Donald J. Trump. Read more: https://t.co/7Afm7WbT7n #MAGA #AL03",37,11
WolfForPA,Official account of Tom Wolf for Governor. Tweets from Tom Wolf are signed -TW.,16178,govenor,democrat,2017-01-20T17:43:01Z,RT @GovernorTomWolf: Read &amp; watch - Governor Wolf's message on the inauguration and making progress in Pennsylvania: https://t.co/w5jS2cDDZ...,0,21
RepRWilliams,I am honored to represent the 25th Congressional District of Texas. Member of @FinancialCmte.,5780,congressperson,republican,2017-01-20T17:52:05Z,RT @WhiteHouse: It's official. Our 45th president has taken the oath of office &amp; we couldn't be more excited! Congratulations to @POTUS Tru...,0,6058
RepDLamborn,"Republican Congressman for Colorado's 5th Congressional District. For regular email updates, sign-up at https://t.co/aVNY6LkLMd",10125,congressperson,republican,2017-01-20T15:12:49Z,In position to watch the #Inauguration of President Trump! #MAGA https://t.co/NSXkzpDHVl,12,2
RepBrianFitz,"An independent voice for the people of #PA08. Former FBI Special Agent & Federal Prosecutor. EMT, CPA & Philly sports fan. #GoBirds",1869,congressperson,republican,2017-01-20T17:29:53Z,"""Today, I join with millions of Americans - regardless of party affiliation - in celebrating the peaceful... https://t.co/9QCoU0hpoG",0,0
RepValDemings,U.S. Representative Florida's 10th Congressional District. Public Servant. Former Orlando Police Chief. Christian. Wife. Mother. Grandmother. Harley Enthusiast.,2719,congressperson,democrat,2017-01-20T01:25:04Z,RT @NellinDC: So happy that @RepValDemings is in Congress fighting for all of us so that opportunity is a reality for all Americans. #Expec...,0,2
MarshaBlackburn,I am honored to serve the people of Tennessee's 7th District.,30839,congressperson,republican,2017-01-20T23:04:11Z,So pleased to meet you at the New York Ball on Friday to celebrate @POTUS  and our Nashville music @bigandrich https://t.co/U2rAFAwFDt,126,29
SenBobCorker,Official news and updates from United States Senator Bob Corker (R-Tennessee) and his staff.,87170,senator,republican,2017-01-20T19:44:22Z,Was proud to welcome the @UTKnoxville Pride of the Southland Band to Washington. They'll represent Tennessee well i... https://t.co/DsDy0KcJ3i,411,91
RepByrne,I am proud to represent Alabama's First Congressional District in the U.S. House of Representatives.,11384,congressperson,republican,2017-01-20T16:37:15Z,We are underway! #Inauguration https://t.co/12D16BCQA8,12,1
RepTimMurphy,"U.S. Congressman representing Pennsylvania's 18th District covering Pittsburgh's South Hills and communities in Greene, Washington & Westmoreland Counties.",19054,congressperson,republican,2017-01-20T23:35:43Z,Congrats to #SecDef Mattis on his confirmation today! Looking forward to his continued service &amp; strong leadership to protect our nation.,29,6
RepSteveStivers,Proud to represent the citizens of Ohio's 15th Congressional District.,20641,congressperson,republican,2017-01-20T17:57:43Z,Honored to have the opportunity this morning to witness the swearing in of our 45th President of the United States.... https://t.co/r0ir7tbYHS,42,8
GregAbbott_TX,Texas Governor Greg Abbott's Personal Twitter Feed,154705,govenor,republican,2017-01-20T17:18:37Z,President Trump delivering his inaugural address. https://t.co/9T3AOPFbrf,2006,358
LacyClayMO1,"Official Campaign Twitter Account of Lacy Clay for Congress. US Rep, Missouri 1st District. R/Ts & links are not endorsements.",6516,congressperson,democrat,2017-01-20T23:49:06Z,Focused on the future today by visiting with exceptional young constituents at Clayton HS #educate #inspire #empower https://t.co/XtuOgJVfW1,24,2
SenJoniErnst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,21555,senator,republican,2017-01-20T18:07:10Z,Congratulations to @POTUS and @VP https://t.co/KPSHupr7tL,28,3
JohnCornyn,Honored to represent the great state of Texas in the US Senate.,100282,senator,republican,2017-01-20T01:59:29Z,"RT @Avik: As a reminder, @JohnCornyn, Majority Whip, is the second-highest-ranking member of the U.S. Senate. https://t.co/oTnpAMwqC4",0,28
FLGovScott,Florida's 45th Governor - My goal is to make Florida first in job creation.,87698,govenor,republican,2017-01-20T15:29:14Z,Hoy damos orgullosamente la bienvenida a un nuevo presidente @realDonaldTrump quien priorizara la creacion de empleos en este pais. (1/2),9,3
TerryBranstad,This is the official Twitter account for Iowa Gov. Terry Branstad. It is maintained by Communications Director @BenHammes and communications staff.,23525,govenor,republican,2017-01-20T20:00:35Z,"RELEASE:  Gov. Branstad, Lt. Gov. Reynolds Advocate for Health Care System that Better Serves Iowans https://t.co/wDMsR0mfZV",17,6
WolfForPA,Official account of Tom Wolf for Governor. Tweets from Tom Wolf are signed -TW.,16178,govenor,democrat,2017-01-20T17:37:07Z,"""I believe that here in Pennsylvania, the birthplace of our great nation, the answers to the challenges we face sta... https://t.co/D4g7eD2Shh",36,14
michaelcburgess,"Congressman for Texas' 26th District, M.D. (Ob/Gyn) in my former life",22387,congressperson,republican,2017-01-20T21:09:13Z,It was great witnessing the peaceful transfer of power with @repdavidscott on this historic day #Inauguration2017 https://t.co/UCMfWxJSvQ,28,3
NydiaVelazquez,Represents New York's 7th Congressional District in the U.S. House of Representatives.  Top Democrat on House Small Business Committee.,29691,congressperson,democrat,2017-01-20T03:05:06Z,RT @setochungster: Proud of @yuhline at our #65AD inauguration @rontkim @CarlHeastie @NydiaVelazquez @RepGraceMeng @CM_MargaretChin @JohnCL...,0,6
CongressmanGT,I have the distinct honor and privilege to represent and serve the citizens of Pennsylvania's 5th Congressional District. #PA05,15074,congressperson,republican,2017-01-20T13:51:29Z,RT @ETNsalvatori: .@CongressmanGT meeting with constituents from Erie County. #inauguration https://t.co/ny1yG3p7Qx,0,1
chelliepingree,"Farmer, mother, Maine islander, Member of Congress, lover of root vegetables",18533,congressperson,democrat,2017-01-20T14:52:57Z,Here's why I am in #ME on #InaugurationDay https://t.co/5rei2aGroY,65,11
RepBarragan,Official account. Honored to represent California's 44th Congressional District #CA44. Member of the @HispanicCaucus @USProgressives  @Dodgers fan.,3394,congressperson,democrat,2017-01-20T23:10:37Z,#CHCtoTrump: We'll stand up to anti-immigrant agenda and do everything we can to defend hardworking immigrants https://t.co/ptWhGlXtVy,9,1
RepTedDeutch,Ranking Member Ethics Committee. Foreign Affairs & Judiciary. Broward & Palm Beach Counties. Vegan. https://t.co/7SnRwuX7mG https://t.co/AXhWknjwMx,19990,congressperson,democrat,2017-01-20T15:58:44Z,"Thank you for your leadership, your humility and your grace. God bless you, and God bless America. https://t.co/5O56QzPnf1",67,9
repjimcooper,Official feed of U.S. Rep. Jim Cooper. Blue Dog Democrat representing Nashville area in Congress. Married with 3 great kids. Tweets by Jim & staff.,14722,congressperson,democrat,2017-01-20T02:28:40Z,@Quel_the_hell @jasonkwatkins @HFord2 cool pics! Could I have a copy?,1,0
RepKihuen,U.S. Representative proudly serving Nevada's 4th Congressional District. #NV04,6109,congressperson,democrat,2017-01-20T15:18:55Z,"RT @POTUS: I'm still asking you to believe - not in my ability to bring about change, but in yours. I believe in change because I believe i...",0,338826
RepKenBuck,Husband. Father. Proudly represent the wonderful people of Colorado CD-04.,7003,congressperson,republican,2017-01-20T18:31:00Z,I'm excited to work with the President and my colleagues to advance policy that puts America back on track. #Inauguration2017,56,20
repjoecrowley,Proudly representing New York’s 14th Congressional District. Chairman of @HouseDemocrats. https://t.co/y9inUilpX3,21853,congressperson,democrat,2017-01-20T14:37:46Z,It has been such an honor to serve with President Obama. #YesWeCan #YesWeDid #YesWeWill https://t.co/bd6UkI0GNO,34,7
RepWesterman,Congressman representing 4th District of Arkansas; Vice Chair of Federal Lands Subcommittee. Husband. Father of four. Hot Springs native. Engineer. Forester.,5559,congressperson,republican,2017-01-20T00:06:50Z,One more day until we make America great again! Retweet if you are excited about the inauguration of our 45th presi... https://t.co/eNrLOIALzf,3,5
cathymcmorris,"Proudly serving Washington's beautiful 5th District in Congress, Chair of the House Republican Conference. Mom of three.",36476,congressperson,republican,2017-01-20T15:53:05Z,"I'm headed over to the Inauguration right now with my husband, Brian. A historic moment I'm humbled to be a part of #Inauguration2017",170,19
RepMikeQuigley,"#IL05 Congressman, House Appropriator, member of Intel Committee, amateur hockey player & hopeful Cubs fan http://t.co/zL9fkzy188  http://t.co/FMe57EKfsC",19702,congressperson,democrat,2017-01-20T22:26:44Z,Visited w/ #IL05 seniors at Senior Suites of #Ravenswood &amp; #NorthPark Place this afternoon. Always enjoy spending t... https://t.co/2YF0mJfSLN,19,2
RepMcGovern,Proudly representing the people of the 2nd District of Massachusetts.,30644,congressperson,democrat,2017-01-20T19:56:57Z,Hillary Clinton showed true class by coming to today's #inauguration. Trump didn't even acknowledge she was there.... https://t.co/aJZi0N3gJl,101,37
RepMimiWalters,"Wife, mother of 4 awesome children, and U.S. Congresswoman proudly serving #CA45.",8364,congressperson,republican,2017-01-20T16:06:39Z,"Honored to be at #Inauguration2017, a peaceful transfer of power that strengthens our democracy https://t.co/EGEqOM0prN",22,2
SenatorIsakson,"Official Page of U.S. Senator Johnny Isakson (R-Ga.)          (Committees: Veterans' Affairs, Chairman; Ethics, Chairman; Foreign Relations; HELP; Finance)",34886,senator,republican,2017-01-20T22:31:29Z,Enjoyed welcoming many of you to D.C. this week for #Inauguration2017! Here's what happened in the Senate: https://t.co/XJZ8SAVVwR,20,4
GovHerbert,Proudly serving as the 17th governor of the great state of Utah.  Facebook: https://t.co/2ErGDynzXW #utpol,23903,govenor,republican,2017-01-20T17:36:34Z,Statement on the Presidential #Inauguration . #utpol https://t.co/xt9CxAnbyH,37,12
RepGwenMoore,"Proudly representing Wisconsin’s 4th Congressional District; mother, grandmother; loves poetry, reading, knitting and crocheting.",20365,congressperson,democrat,2017-01-20T21:57:50Z,"As my staff &amp; I get ready for @womensmarch, we're making a #ProtestPlaylist. Could use some suggestions. Starting w... https://t.co/zHzvSctM6Z",35,6
SenatorFischer,U.S. Senator and Cherry County rancher working to bring some Nebraska common sense to Washington,34906,senator,republican,2017-01-20T22:52:35Z,"Experienced &amp; honest, Gen. Mattis is exactly the type of leader our nation needs right now, given the many dangers we face around the world.",39,3
LamarSmithTX21,"I represent the 21st District of TX in Congress and Chair the Science, Space, and Technology Committee. Join me: https://t.co/mIljMWAOmi",20491,congressperson,republican,2017-01-20T15:53:00Z,Today is the day! Follow the action and get a behind the scenes look on the @JCCIC feed https://t.co/pgixeHJtou,3,0
virginiafoxx,Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District.,18230,congressperson,republican,2017-01-20T18:18:10Z,I am confident they will work hard to uphold the resilient tradition of liberty and limited government inscribed in our Constitution. (7/8),9,3
RepTimWalz,"Teacher, Football Coach, Command Sgt. Major Proudly Representing Minnesota's 1st Congressional District; Ranking Member of House @VetAffairsDems",6921,congressperson,democrat,2017-01-20T22:22:20Z,"Shout out to my friend from Missouri, @RoyBlunt, for doing a phenomenal job on the #inauguration. Well done!",7,0
RepSteveIsrael,"Recovering Congressman. Author of ""The Global War On Morris.""",29033,congressperson,democrat,2017-01-20T17:16:17Z,"Lincoln: ""With malice toward none, with charity for all"".
Trump: Get out of our way.",40,16
RosLehtinen,Blessed to rep beautiful South Florida and the wonderful folks who live here!,92168,congressperson,republican,2017-01-20T17:29:07Z,Incredible to see Rabbi Marvin Hier of @simonwiesenthal Center earlier today at #Inauguration. May his words of wis... https://t.co/hlY1Xxw1HM,77,30
RepRubenGallego,Proud representative of Arizona's 7th Congressional District,15512,congressperson,democrat,2017-01-20T16:58:19Z,RT @HispanicCaucus: The new president must represent all people and uphold America's core values. We must hold him to those standards. #Tru...,0,34
SenTedCruz,Representing the State of Texas in the United States Senate.,931263,senator,republican,2017-01-20T18:50:14Z,Scenes from the #Inauguration! https://t.co/a7A47a9eM2,858,219
RepRoybalAllard,"Congresswoman Lucille Roybal-Allard, proudly representing the 40th District of California. Follow me at http://t.co/KjVfmF9CaM & http://t.co/Urj0zPAr8d.",13730,congressperson,democrat,2017-01-20T00:07:17Z,"CA-40 HIGH SCHOOLERS: Deadline for this year's Lucille Roybal-Allard Student Art Competition is Fri, Feb 3 @ 5PM PT... https://t.co/WgvF9yN2ee",7,1
RepDonBeyer,"Representing Virginia's 8th District in Congress. VA8 is NoVa:  Arlington, Alexandria, FallsChurch, Fairfax. Vice-Ranking @SciCmteDems. #ActOnClimate #EqualPay",26015,congressperson,democrat,2017-01-20T14:47:29Z,RT @POTUS: It's been the honor of my life to serve you. You made me a better leader and a better man.,0,642968
SenCapito,Proudly serving West Virginia in the United States Senate.,26328,senator,republican,2017-01-20T23:22:37Z,Voted to confirm @POTUS nominees Mattis and Kelly for key national security posts: https://t.co/UCihJYlDFX,66,8
